Extracted Attribute,Best Match,Similarity,Category
Quantity Per Carton,,0.26315789473684215,office
Design Details,,0.2857142857142857,office
Number of Lines,,0.2666666666666667,office
Paper Color,,0.36363636363636365,office
Sheets Per Book,,0.3529411764705882,office
Connection Type,,0.33333333333333337,office
Connection,,0.5,office
Convenience features,,0.30000000000000004,office
Setup,,0.19999999999999996,office
Pouches per Pack,,0.25,office
Height adjustment,,0.2941176470588235,office
Wrist support,,0.3076923076923077,office
Wrist support cleanliness,,0.24,office
Mounting track material,,0.3913043478260869,office
Mounting track size,,0.368421052631579,office
Mounting track type,,0.368421052631579,office
Capacity (Weight),,0.4117647058823529,office
Keyboard Tray Dimensions (W x D),,0.25,office
360° Swivel,,0.18181818181818177,office
Surface Type,,0.33333333333333337,office
Wrist Support Material,,0.4545454545454546,office
Height Adjustability,,0.4,office
Tilt Adjustment,,0.19999999999999996,office
Mounting Track Material,,0.34782608695652173,office
Mounting Track Length,,0.33333333333333337,office
Product description,,0.42105263157894735,office
Format,,0.375,office
Year,,0.2857142857142857,office
Product SKU,,0.5,office
Planning Format,,0.2666666666666667,office
Appointment Style,,0.3529411764705882,office
Time Scale,,0.30000000000000004,office
Weekend Scheduling,,0.2777777777777778,office
Recycled Content Percentage,,0.2592592592592593,office
Noise Reduction Rating,,0.31818181818181823,office
Ideal for,,0.23529411764705888,office
Packing Quantity,,0.625,office
Design Feature,,0.2857142857142857,office
Suitability,,0.6428571428571428,office
Quality Test,,0.2857142857142857,office
Package Dimensions,,0.2777777777777778,office
Attachment Type,,0.33333333333333337,office
Card Holder,,0.2727272727272727,office
Connectivity,,0.5,office
Cord,,0.4,office
Extension Length,,0.3125,office
Product Length,,0.4375,office
Product Colors,,0.4375,office
Identification Card Reel Type,,0.24137931034482762,office
Colors Available,,0.3125,office
Product UPC,,0.5,office
Tab Material,,0.6666666666666667,office
Binding Edge,,0.5,office
Tab Title,,0.33333333333333337,office
Green product,,0.2941176470588235,office
Hole-punch documents,,0.25,office
Spill-proof chip collector,,0.23076923076923073,office
Nonslip base,,0.25,office
Marked paper guides,,0.3157894736842105,office
Holes,,0.6,office
For Classic Style Page Size,,0.2222222222222222,office
Operating Method,,0.3125,office
Hole Diameter,,0.3076923076923077,office
Ease of use,,0.2727272727272727,office
Sheet capacity,,0.5714285714285714,office
Guides,,0.33333333333333337,office
Designed for,,0.25,office
Blade Material,,0.6428571428571428,office
Cutting Capacity,,0.4375,office
Base Dimension,,0.3571428571428571,office
Non-Skid,,0.19999999999999996,office
Safety Features,,0.2666666666666667,office
Measurement Tools,,0.2941176470588235,office
Base Dimensions,,0.33333333333333337,office
Cut Length,,0.5,office
Safety features,,0.2666666666666667,office
Base Thickness,,0.2857142857142857,office
Base Material,,0.6153846153846154,office
Max Cut Capacity (sheets),,0.28,office
Seasonal Theme,,0.2142857142857143,office
Number of Photos,,0.25,office
Calendar Duration,,0.47058823529411764,office
CalendarMonths,,0.3571428571428571,office
Reversible,,0.4,office
Marker Included,,0.2666666666666667,office
Calendar Type,,0.3076923076923077,office
Theme,,0.4,office
Calendar Term,,0.3076923076923077,office
Quality,,0.5,office
Carton content,,0.2857142857142857,office
Sheet per pack,,0.47058823529411764,office
Technology,,0.4,office
Paper Quality,,0.46153846153846156,office
Surface Characteristics,,0.30434782608695654,office
Environmental Certification,,0.37037037037037035,office
Accessory_By,,0.25,office
Slider_Material,,0.6,office
Opening_Closing,,0.33333333333333337,office
Design_Profile,,0.25,office
Series Applicable,,0.23529411764705888,office
Universal Fit,,0.3076923076923077,office
Compliance,,0.4,office
Assembly Requirement,,0.19999999999999996,office
Original Source,,0.33333333333333337,office
Fits Sheet Sizes,,0.3125,office
Paper Capacity,,0.5,office
UPC Code,,0.25,office
primary_source,,0.4285714285714286,office
product_description,,0.5263157894736843,office
product_attributes,,0.6111111111111112,office
Pages,,0.30000000000000004,office
Paper Material,,0.5714285714285714,office
Punched Holes,,0.3076923076923077,office
Ruled,,0.4,office
Recyclable,,0.30000000000000004,office
Sheets per Tablet,,0.4117647058823529,office
Cross Section,,0.3846153846153846,office
Squares per Inch,,0.30000000000000004,office
Attribute,,0.33333333333333337,office
Distributor,,0.2941176470588235,office
Loading,,0.5714285714285714,office
Closure,closure,0.8571428571428572,office
Additional Feature,,0.2222222222222222,office
Insert Size,,0.3125,office
Specific usage,,0.2142857142857143,office
Loading Style,,0.3076923076923077,office
Installation Method,,0.3157894736842105,office
